brand,product,region_code,week_start,metric,value
hexal,lorano_5mg_20stk,BY,2025-04-14,sell_out_units,8713.5
hexal,lorano_5mg_20stk,BY,2025-04-14,sell_out_revenue_eur,77549.96
hexal,lorano_5mg_20stk,BY,2025-04-21,sell_out_units,6838.0
hexal,lorano_5mg_20stk,BY,2025-04-21,sell_out_revenue_eur,60857.93
hexal,lorano_5mg_20stk,BY,2025-04-28,sell_out_units,7835.7
hexal,lorano_5mg_20stk,BY,2025-04-28,sell_out_revenue_eur,69737.73
hexal,lorano_5mg_20stk,BY,2025-05-05,sell_out_units,7068.0
hexal,lorano_5mg_20stk,BY,2025-05-05,sell_out_revenue_eur,62905.37
hexal,lorano_5mg_20stk,BY,2025-05-12,sell_out_units,8173.2
hexal,lorano_5mg_20stk,BY,2025-05-12,sell_out_revenue_eur,72741.34
hexal,lorano_5mg_20stk,BY,2025-05-19,sell_out_units,7732.9
hexal,lorano_5mg_20stk,BY,2025-05-19,sell_out_revenue_eur,68822.86
hexal,lorano_5mg_20stk,BY,2025-05-26,sell_out_units,8238.9
hexal,lorano_5mg_20stk,BY,2025-05-26,sell_out_revenue_eur,73325.88
hexal,lorano_5mg_20stk,BY,2025-06-02,sell_out_units,8052.0
hexal,lorano_5mg_20stk,BY,2025-06-02,sell_out_revenue_eur,71662.8
hexal,lorano_5mg_20stk,BY,2025-06-09,sell_out_units,7714.6
hexal,lorano_5mg_20stk,BY,2025-06-09,sell_out_revenue_eur,68659.68
hexal,lorano_5mg_20stk,BY,2025-06-16,sell_out_units,6742.0
hexal,lorano_5mg_20stk,BY,2025-06-16,sell_out_revenue_eur,60003.71
hexal,lorano_5mg_20stk,BY,2025-06-23,sell_out_units,6960.9
hexal,lorano_5mg_20stk,BY,2025-06-23,sell_out_revenue_eur,61951.65
hexal,lorano_5mg_20stk,BY,2025-06-30,sell_out_units,6853.3
hexal,lorano_5mg_20stk,BY,2025-06-30,sell_out_revenue_eur,60994.74
hexal,lorano_5mg_20stk,BY,2025-07-07,sell_out_units,5920.7
hexal,lorano_5mg_20stk,BY,2025-07-07,sell_out_revenue_eur,52694.16
hexal,lorano_5mg_20stk,BY,2025-07-14,sell_out_units,6439.1
hexal,lorano_5mg_20stk,BY,2025-07-14,sell_out_revenue_eur,57307.6
hexal,lorano_5mg_20stk,BY,2025-07-21,sell_out_units,5587.7
hexal,lorano_5mg_20stk,BY,2025-07-21,sell_out_revenue_eur,49730.92
hexal,lorano_5mg_20stk,BY,2025-07-28,sell_out_units,5004.5
hexal,lorano_5mg_20stk,BY,2025-07-28,sell_out_revenue_eur,44539.91
hexal,lorano_5mg_20stk,BY,2025-08-04,sell_out_units,5395.8
hexal,lorano_5mg_20stk,BY,2025-08-04,sell_out_revenue_eur,48022.68
hexal,lorano_5mg_20stk,BY,2025-08-11,sell_out_units,5763.0
hexal,lorano_5mg_20stk,BY,2025-08-11,sell_out_revenue_eur,51290.5
hexal,lorano_5mg_20stk,BY,2025-08-18,sell_out_units,5621.5
hexal,lorano_5mg_20stk,BY,2025-08-18,sell_out_revenue_eur,50031.43
hexal,lorano_5mg_20stk,BY,2025-08-25,sell_out_units,5003.6
hexal,lorano_5mg_20stk,BY,2025-08-25,sell_out_revenue_eur,44532.11
hexal,lorano_5mg_20stk,BY,2025-09-01,sell_out_units,4999.5
hexal,lorano_5mg_20stk,BY,2025-09-01,sell_out_revenue_eur,44495.65
hexal,lorano_5mg_20stk,BY,2025-09-08,sell_out_units,5268.1
hexal,lorano_5mg_20stk,BY,2025-09-08,sell_out_revenue_eur,46886.26
hexal,lorano_5mg_20stk,BY,2025-09-15,sell_out_units,4484.0
hexal,lorano_5mg_20stk,BY,2025-09-15,sell_out_revenue_eur,39907.6
hexal,lorano_5mg_20stk,BY,2025-09-22,sell_out_units,4335.8
hexal,lorano_5mg_20stk,BY,2025-09-22,sell_out_revenue_eur,38588.21
hexal,lorano_5mg_20stk,BY,2025-09-29,sell_out_units,4717.2
hexal,lorano_5mg_20stk,BY,2025-09-29,sell_out_revenue_eur,41982.75
hexal,lorano_5mg_20stk,BY,2025-10-06,sell_out_units,4415.2
hexal,lorano_5mg_20stk,BY,2025-10-06,sell_out_revenue_eur,39295.04
hexal,lorano_5mg_20stk,BY,2025-10-13,sell_out_units,4529.2
hexal,lorano_5mg_20stk,BY,2025-10-13,sell_out_revenue_eur,40309.62
hexal,lorano_5mg_20stk,BY,2025-10-20,sell_out_units,4478.6
hexal,lorano_5mg_20stk,BY,2025-10-20,sell_out_revenue_eur,39859.19
hexal,lorano_5mg_20stk,BY,2025-10-27,sell_out_units,4605.3
hexal,lorano_5mg_20stk,BY,2025-10-27,sell_out_revenue_eur,40987.14
hexal,lorano_5mg_20stk,BY,2025-11-03,sell_out_units,4889.9
hexal,lorano_5mg_20stk,BY,2025-11-03,sell_out_revenue_eur,43520.04
hexal,lorano_5mg_20stk,BY,2025-11-10,sell_out_units,4533.4
hexal,lorano_5mg_20stk,BY,2025-11-10,sell_out_revenue_eur,40347.08
hexal,lorano_5mg_20stk,BY,2025-11-17,sell_out_units,4825.6
hexal,lorano_5mg_20stk,BY,2025-11-17,sell_out_revenue_eur,42947.59
hexal,lorano_5mg_20stk,BY,2025-11-24,sell_out_units,4069.5
hexal,lorano_5mg_20stk,BY,2025-11-24,sell_out_revenue_eur,36218.51
hexal,lorano_5mg_20stk,BY,2025-12-01,sell_out_units,4511.4
hexal,lorano_5mg_20stk,BY,2025-12-01,sell_out_revenue_eur,40151.35
hexal,lorano_5mg_20stk,BY,2025-12-08,sell_out_units,4301.2
hexal,lorano_5mg_20stk,BY,2025-12-08,sell_out_revenue_eur,38280.73
hexal,lorano_5mg_20stk,BY,2025-12-15,sell_out_units,4187.2
hexal,lorano_5mg_20stk,BY,2025-12-15,sell_out_revenue_eur,37266.15
hexal,lorano_5mg_20stk,BY,2025-12-22,sell_out_units,4382.4
hexal,lorano_5mg_20stk,BY,2025-12-22,sell_out_revenue_eur,39002.99
hexal,lorano_5mg_20stk,BY,2025-12-29,sell_out_units,5052.1
hexal,lorano_5mg_20stk,BY,2025-12-29,sell_out_revenue_eur,44963.35
hexal,lorano_5mg_20stk,BY,2026-01-05,sell_out_units,5002.1
hexal,lorano_5mg_20stk,BY,2026-01-05,sell_out_revenue_eur,44518.75
hexal,lorano_5mg_20stk,BY,2026-01-12,sell_out_units,4297.7
hexal,lorano_5mg_20stk,BY,2026-01-12,sell_out_revenue_eur,38249.24
hexal,lorano_5mg_20stk,BY,2026-01-19,sell_out_units,4714.6
hexal,lorano_5mg_20stk,BY,2026-01-19,sell_out_revenue_eur,41960.35
hexal,lorano_5mg_20stk,BY,2026-01-26,sell_out_units,4537.4
hexal,lorano_5mg_20stk,BY,2026-01-26,sell_out_revenue_eur,40382.89
hexal,lorano_5mg_20stk,BY,2026-02-02,sell_out_units,4966.0
hexal,lorano_5mg_20stk,BY,2026-02-02,sell_out_revenue_eur,44197.57
hexal,lorano_5mg_20stk,BY,2026-02-09,sell_out_units,5930.0
hexal,lorano_5mg_20stk,BY,2026-02-09,sell_out_revenue_eur,52776.75
hexal,lorano_5mg_20stk,BY,2026-02-16,sell_out_units,5695.9
hexal,lorano_5mg_20stk,BY,2026-02-16,sell_out_revenue_eur,50693.84
hexal,lorano_5mg_20stk,BY,2026-02-23,sell_out_units,8081.2
hexal,lorano_5mg_20stk,BY,2026-02-23,sell_out_revenue_eur,71922.95
hexal,lorano_5mg_20stk,BY,2026-03-02,sell_out_units,8124.5
hexal,lorano_5mg_20stk,BY,2026-03-02,sell_out_revenue_eur,72308.34
hexal,lorano_5mg_20stk,BY,2026-03-09,sell_out_units,6305.2
hexal,lorano_5mg_20stk,BY,2026-03-09,sell_out_revenue_eur,56116.24
hexal,lorano_5mg_20stk,BY,2026-03-16,sell_out_units,6057.6
hexal,lorano_5mg_20stk,BY,2026-03-16,sell_out_revenue_eur,53912.36
hexal,lorano_5mg_20stk,BY,2026-03-23,sell_out_units,7442.5
hexal,lorano_5mg_20stk,BY,2026-03-23,sell_out_revenue_eur,66238.5
hexal,lorano_5mg_20stk,BY,2026-03-30,sell_out_units,9227.9
hexal,lorano_5mg_20stk,BY,2026-03-30,sell_out_revenue_eur,82128.19
hexal,lorano_5mg_20stk,BY,2026-04-06,sell_out_units,10265.4
hexal,lorano_5mg_20stk,BY,2026-04-06,sell_out_revenue_eur,91362.26
hexal,lorano_5mg_20stk,BY,2026-04-13,sell_out_units,10163.6
hexal,lorano_5mg_20stk,BY,2026-04-13,sell_out_revenue_eur,90455.87
hexal,lorano_5mg_20stk,NW,2021-12-20,sell_out_units,8637.4
hexal,lorano_5mg_20stk,NW,2021-12-20,sell_out_revenue_eur,76873.06
hexal,lorano_5mg_20stk,NW,2021-12-27,sell_out_units,7499.9
hexal,lorano_5mg_20stk,NW,2021-12-27,sell_out_revenue_eur,66749.44
hexal,lorano_5mg_20stk,NW,2022-01-03,sell_out_units,7615.2
hexal,lorano_5mg_20stk,NW,2022-01-03,sell_out_revenue_eur,67775.6
hexal,lorano_5mg_20stk,NW,2022-01-10,sell_out_units,7217.9
hexal,lorano_5mg_20stk,NW,2022-01-10,sell_out_revenue_eur,64239.51
hexal,lorano_5mg_20stk,NW,2022-01-17,sell_out_units,7879.3
hexal,lorano_5mg_20stk,NW,2022-01-17,sell_out_revenue_eur,70126.0
hexal,lorano_5mg_20stk,NW,2022-01-24,sell_out_units,8701.7
hexal,lorano_5mg_20stk,NW,2022-01-24,sell_out_revenue_eur,77445.44
hexal,lorano_5mg_20stk,NW,2022-01-31,sell_out_units,10203.8
hexal,lorano_5mg_20stk,NW,2022-01-31,sell_out_revenue_eur,90814.25
hexal,lorano_5mg_20stk,NW,2022-02-07,sell_out_units,10680.9
hexal,lorano_5mg_20stk,NW,2022-02-07,sell_out_revenue_eur,95059.65
hexal,lorano_5mg_20stk,NW,2022-02-14,sell_out_units,10202.4
hexal,lorano_5mg_20stk,NW,2022-02-14,sell_out_revenue_eur,90801.04
hexal,lorano_5mg_20stk,NW,2022-02-21,sell_out_units,8798.6
hexal,lorano_5mg_20stk,NW,2022-02-21,sell_out_revenue_eur,78307.76
hexal,lorano_5mg_20stk,NW,2022-02-28,sell_out_units,10641.3
hexal,lorano_5mg_20stk,NW,2022-02-28,sell_out_revenue_eur,94707.39
hexal,lorano_5mg_20stk,NW,2022-03-07,sell_out_units,9984.4
hexal,lorano_5mg_20stk,NW,2022-03-07,sell_out_revenue_eur,88861.3
hexal,lorano_5mg_20stk,NW,2022-03-14,sell_out_units,9342.3
hexal,lorano_5mg_20stk,NW,2022-03-14,sell_out_revenue_eur,83146.49
hexal,lorano_5mg_20stk,NW,2022-03-21,sell_out_units,10917.3
hexal,lorano_5mg_20stk,NW,2022-03-21,sell_out_revenue_eur,97164.01
hexal,lorano_5mg_20stk,NW,2022-03-28,sell_out_units,12340.0
hexal,lorano_5mg_20stk,NW,2022-03-28,sell_out_revenue_eur,109825.88
hexal,lorano_5mg_20stk,NW,2022-04-04,sell_out_units,13832.0
hexal,lorano_5mg_20stk,NW,2022-04-04,sell_out_revenue_eur,123104.45
hexal,lorano_5mg_20stk,NW,2022-04-11,sell_out_units,13745.3
hexal,lorano_5mg_20stk,NW,2022-04-11,sell_out_revenue_eur,122333.29
hexal,lorano_5mg_20stk,NW,2022-04-18,sell_out_units,14766.8
hexal,lorano_5mg_20stk,NW,2022-04-18,sell_out_revenue_eur,131424.93
hexal,lorano_5mg_20stk,NW,2022-04-25,sell_out_units,13622.7
hexal,lorano_5mg_20stk,NW,2022-04-25,sell_out_revenue_eur,121242.47
hexal,lorano_5mg_20stk,NW,2022-05-02,sell_out_units,13415.5
hexal,lorano_5mg_20stk,NW,2022-05-02,sell_out_revenue_eur,119397.56
hexal,lorano_5mg_20stk,NW,2022-05-09,sell_out_units,13554.3
hexal,lorano_5mg_20stk,NW,2022-05-09,sell_out_revenue_eur,120632.98
hexal,lorano_5mg_20stk,NW,2022-05-16,sell_out_units,13077.1
hexal,lorano_5mg_20stk,NW,2022-05-16,sell_out_revenue_eur,116385.78
hexal,lorano_5mg_20stk,NW,2022-05-23,sell_out_units,12041.1
hexal,lorano_5mg_20stk,NW,2022-05-23,sell_out_revenue_eur,107166.08
hexal,lorano_5mg_20stk,NW,2022-05-30,sell_out_units,10970.8
hexal,lorano_5mg_20stk,NW,2022-05-30,sell_out_revenue_eur,97640.35
hexal,lorano_5mg_20stk,NW,2022-06-06,sell_out_units,10896.6
hexal,lorano_5mg_20stk,NW,2022-06-06,sell_out_revenue_eur,96979.74
hexal,lorano_5mg_20stk,NW,2022-06-13,sell_out_units,10945.9
hexal,lorano_5mg_20stk,NW,2022-06-13,sell_out_revenue_eur,97418.64
hexal,lorano_5mg_20stk,NW,2022-06-20,sell_out_units,9379.6
hexal,lorano_5mg_20stk,NW,2022-06-20,sell_out_revenue_eur,83478.33
hexal,lorano_5mg_20stk,NW,2022-06-27,sell_out_units,9101.7
hexal,lorano_5mg_20stk,NW,2022-06-27,sell_out_revenue_eur,81004.95
hexal,lorano_5mg_20stk,NW,2022-07-04,sell_out_units,9627.0
hexal,lorano_5mg_20stk,NW,2022-07-04,sell_out_revenue_eur,85680.33
hexal,lorano_5mg_20stk,NW,2022-07-11,sell_out_units,9193.1
hexal,lorano_5mg_20stk,NW,2022-07-11,sell_out_revenue_eur,81818.41
hexal,lorano_5mg_20stk,NW,2022-07-18,sell_out_units,8355.9
hexal,lorano_5mg_20stk,NW,2022-07-18,sell_out_revenue_eur,74367.78
hexal,lorano_5mg_20stk,NW,2022-07-25,sell_out_units,8053.8
hexal,lorano_5mg_20stk,NW,2022-07-25,sell_out_revenue_eur,71678.79
hexal,lorano_5mg_20stk,NW,2022-08-01,sell_out_units,7362.6
hexal,lorano_5mg_20stk,NW,2022-08-01,sell_out_revenue_eur,65526.71
hexal,lorano_5mg_20stk,NW,2022-08-08,sell_out_units,7792.5
hexal,lorano_5mg_20stk,NW,2022-08-08,sell_out_revenue_eur,69353.38
hexal,lorano_5mg_20stk,NW,2022-08-15,sell_out_units,7576.6
hexal,lorano_5mg_20stk,NW,2022-08-15,sell_out_revenue_eur,67431.41
hexal,lorano_5mg_20stk,NW,2022-08-22,sell_out_units,7882.6
hexal,lorano_5mg_20stk,NW,2022-08-22,sell_out_revenue_eur,70154.99
hexal,lorano_5mg_20stk,NW,2022-08-29,sell_out_units,7408.4
hexal,lorano_5mg_20stk,NW,2022-08-29,sell_out_revenue_eur,65935.08
hexal,lorano_5mg_20stk,NW,2022-09-05,sell_out_units,7609.0
hexal,lorano_5mg_20stk,NW,2022-09-05,sell_out_revenue_eur,67720.16
hexal,lorano_5mg_20stk,NW,2022-09-12,sell_out_units,7787.6
hexal,lorano_5mg_20stk,NW,2022-09-12,sell_out_revenue_eur,69309.73
hexal,lorano_5mg_20stk,NW,2022-09-19,sell_out_units,7473.6
hexal,lorano_5mg_20stk,NW,2022-09-19,sell_out_revenue_eur,66514.94
hexal,lorano_5mg_20stk,NW,2022-09-26,sell_out_units,7471.0
hexal,lorano_5mg_20stk,NW,2022-09-26,sell_out_revenue_eur,66492.29
hexal,lorano_5mg_20stk,NW,2022-10-03,sell_out_units,7255.7
hexal,lorano_5mg_20stk,NW,2022-10-03,sell_out_revenue_eur,64575.85
hexal,lorano_5mg_20stk,NW,2022-10-10,sell_out_units,7341.8
hexal,lorano_5mg_20stk,NW,2022-10-10,sell_out_revenue_eur,65341.58
hexal,lorano_5mg_20stk,NW,2022-10-17,sell_out_units,7037.3
hexal,lorano_5mg_20stk,NW,2022-10-17,sell_out_revenue_eur,62631.63
hexal,lorano_5mg_20stk,NW,2022-10-24,sell_out_units,7388.4
hexal,lorano_5mg_20stk,NW,2022-10-24,sell_out_revenue_eur,65756.76
hexal,lorano_5mg_20stk,NW,2022-10-31,sell_out_units,7253.3
hexal,lorano_5mg_20stk,NW,2022-10-31,sell_out_revenue_eur,64554.08
hexal,lorano_5mg_20stk,NW,2022-11-07,sell_out_units,8443.6
hexal,lorano_5mg_20stk,NW,2022-11-07,sell_out_revenue_eur,75147.75
hexal,lorano_5mg_20stk,NW,2022-11-14,sell_out_units,7998.6
hexal,lorano_5mg_20stk,NW,2022-11-14,sell_out_revenue_eur,71187.32
hexal,lorano_5mg_20stk,NW,2022-11-21,sell_out_units,7396.6
hexal,lorano_5mg_20stk,NW,2022-11-21,sell_out_revenue_eur,65829.85
hexal,lorano_5mg_20stk,NW,2022-11-28,sell_out_units,7281.2
hexal,lorano_5mg_20stk,NW,2022-11-28,sell_out_revenue_eur,64802.74
hexal,lorano_5mg_20stk,NW,2022-12-05,sell_out_units,8192.9
hexal,lorano_5mg_20stk,NW,2022-12-05,sell_out_revenue_eur,72916.63
hexal,lorano_5mg_20stk,NW,2022-12-12,sell_out_units,7759.7
hexal,lorano_5mg_20stk,NW,2022-12-12,sell_out_revenue_eur,69061.08
hexal,lorano_5mg_20stk,NW,2022-12-19,sell_out_units,7680.5
hexal,lorano_5mg_20stk,NW,2022-12-19,sell_out_revenue_eur,68356.08
hexal,lorano_5mg_20stk,NW,2022-12-26,sell_out_units,8329.1
hexal,lorano_5mg_20stk,NW,2022-12-26,sell_out_revenue_eur,74128.7
hexal,lorano_5mg_20stk,NW,2023-01-02,sell_out_units,7518.0
hexal,lorano_5mg_20stk,NW,2023-01-02,sell_out_revenue_eur,66910.01
hexal,lorano_5mg_20stk,NW,2023-01-09,sell_out_units,9889.4
hexal,lorano_5mg_20stk,NW,2023-01-09,sell_out_revenue_eur,88015.49
hexal,lorano_5mg_20stk,NW,2023-01-16,sell_out_units,8144.6
hexal,lorano_5mg_20stk,NW,2023-01-16,sell_out_revenue_eur,72487.32
hexal,lorano_5mg_20stk,NW,2023-01-23,sell_out_units,7922.4
hexal,lorano_5mg_20stk,NW,2023-01-23,sell_out_revenue_eur,70509.61
hexal,lorano_5mg_20stk,NW,2023-01-30,sell_out_units,7837.1
hexal,lorano_5mg_20stk,NW,2023-01-30,sell_out_revenue_eur,69750.51
hexal,lorano_5mg_20stk,NW,2023-02-06,sell_out_units,9090.3
hexal,lorano_5mg_20stk,NW,2023-02-06,sell_out_revenue_eur,80903.52
hexal,lorano_5mg_20stk,NW,2023-02-13,sell_out_units,10810.0
hexal,lorano_5mg_20stk,NW,2023-02-13,sell_out_revenue_eur,96208.79
hexal,lorano_5mg_20stk,NW,2023-02-20,sell_out_units,8960.0
hexal,lorano_5mg_20stk,NW,2023-02-20,sell_out_revenue_eur,79743.61
hexal,lorano_5mg_20stk,NW,2023-02-27,sell_out_units,9439.2
hexal,lorano_5mg_20stk,NW,2023-02-27,sell_out_revenue_eur,84009.27
hexal,lorano_5mg_20stk,NW,2023-03-06,sell_out_units,9042.9
hexal,lorano_5mg_20stk,NW,2023-03-06,sell_out_revenue_eur,80481.43
hexal,lorano_5mg_20stk,NW,2023-03-13,sell_out_units,8461.2
hexal,lorano_5mg_20stk,NW,2023-03-13,sell_out_revenue_eur,75304.29
hexal,lorano_5mg_20stk,NW,2023-03-20,sell_out_units,10629.1
hexal,lorano_5mg_20stk,NW,2023-03-20,sell_out_revenue_eur,94599.38
hexal,lorano_5mg_20stk,NW,2023-03-27,sell_out_units,9631.9
hexal,lorano_5mg_20stk,NW,2023-03-27,sell_out_revenue_eur,85723.68
hexal,lorano_5mg_20stk,NW,2023-04-03,sell_out_units,11090.0
hexal,lorano_5mg_20stk,NW,2023-04-03,sell_out_revenue_eur,98701.38
hexal,lorano_5mg_20stk,NW,2023-04-10,sell_out_units,13014.8
hexal,lorano_5mg_20stk,NW,2023-04-10,sell_out_revenue_eur,115831.74
hexal,lorano_5mg_20stk,NW,2023-04-17,sell_out_units,12678.9
hexal,lorano_5mg_20stk,NW,2023-04-17,sell_out_revenue_eur,112842.55
hexal,lorano_5mg_20stk,NW,2023-04-24,sell_out_units,13536.4
hexal,lorano_5mg_20stk,NW,2023-04-24,sell_out_revenue_eur,120473.63
hexal,lorano_5mg_20stk,NW,2023-05-01,sell_out_units,11635.0
hexal,lorano_5mg_20stk,NW,2023-05-01,sell_out_revenue_eur,103551.82
hexal,lorano_5mg_20stk,NW,2023-05-08,sell_out_units,12649.7
hexal,lorano_5mg_20stk,NW,2023-05-08,sell_out_revenue_eur,112582.06
hexal,lorano_5mg_20stk,NW,2023-05-15,sell_out_units,13180.5
hexal,lorano_5mg_20stk,NW,2023-05-15,sell_out_revenue_eur,117306.76
hexal,lorano_5mg_20stk,NW,2023-05-22,sell_out_units,12378.1
hexal,lorano_5mg_20stk,NW,2023-05-22,sell_out_revenue_eur,110164.85
hexal,lorano_5mg_20stk,NW,2023-05-29,sell_out_units,13057.4
hexal,lorano_5mg_20stk,NW,2023-05-29,sell_out_revenue_eur,116210.86
hexal,lorano_5mg_20stk,NW,2023-06-05,sell_out_units,11296.6
hexal,lorano_5mg_20stk,NW,2023-06-05,sell_out_revenue_eur,100539.66
hexal,lorano_5mg_20stk,NW,2023-06-12,sell_out_units,11029.1
hexal,lorano_5mg_20stk,NW,2023-06-12,sell_out_revenue_eur,98159.2
hexal,lorano_5mg_20stk,NW,2023-06-19,sell_out_units,10177.6
hexal,lorano_5mg_20stk,NW,2023-06-19,sell_out_revenue_eur,90580.86
hexal,lorano_5mg_20stk,NW,2023-06-26,sell_out_units,9994.2
hexal,lorano_5mg_20stk,NW,2023-06-26,sell_out_revenue_eur,88948.67
hexal,lorano_5mg_20stk,NW,2023-07-03,sell_out_units,10647.0
hexal,lorano_5mg_20stk,NW,2023-07-03,sell_out_revenue_eur,94758.11
hexal,lorano_5mg_20stk,NW,2023-07-10,sell_out_units,9791.6
hexal,lorano_5mg_20stk,NW,2023-07-10,sell_out_revenue_eur,87145.03
hexal,lorano_5mg_20stk,NW,2023-07-17,sell_out_units,9519.2
hexal,lorano_5mg_20stk,NW,2023-07-17,sell_out_revenue_eur,84720.69
hexal,lorano_5mg_20stk,NW,2023-07-24,sell_out_units,9344.5
hexal,lorano_5mg_20stk,NW,2023-07-24,sell_out_revenue_eur,83166.02
hexal,lorano_5mg_20stk,NW,2023-07-31,sell_out_units,9328.9
hexal,lorano_5mg_20stk,NW,2023-07-31,sell_out_revenue_eur,83027.41
hexal,lorano_5mg_20stk,NW,2023-08-07,sell_out_units,9683.4
hexal,lorano_5mg_20stk,NW,2023-08-07,sell_out_revenue_eur,86182.42
hexal,lorano_5mg_20stk,NW,2023-08-14,sell_out_units,8516.1
hexal,lorano_5mg_20stk,NW,2023-08-14,sell_out_revenue_eur,75793.39
hexal,lorano_5mg_20stk,NW,2023-08-21,sell_out_units,8262.1
hexal,lorano_5mg_20stk,NW,2023-08-21,sell_out_revenue_eur,73533.1
hexal,lorano_5mg_20stk,NW,2023-08-28,sell_out_units,7884.2
hexal,lorano_5mg_20stk,NW,2023-08-28,sell_out_revenue_eur,70169.76
hexal,lorano_5mg_20stk,NW,2023-09-04,sell_out_units,7999.1
hexal,lorano_5mg_20stk,NW,2023-09-04,sell_out_revenue_eur,71191.74
hexal,lorano_5mg_20stk,NW,2023-09-11,sell_out_units,7353.1
hexal,lorano_5mg_20stk,NW,2023-09-11,sell_out_revenue_eur,65442.18
hexal,lorano_5mg_20stk,NW,2023-09-18,sell_out_units,8130.8
hexal,lorano_5mg_20stk,NW,2023-09-18,sell_out_revenue_eur,72363.93
hexal,lorano_5mg_20stk,NW,2023-09-25,sell_out_units,6977.0
hexal,lorano_5mg_20stk,NW,2023-09-25,sell_out_revenue_eur,62095.64
hexal,lorano_5mg_20stk,NW,2023-10-02,sell_out_units,8080.5
hexal,lorano_5mg_20stk,NW,2023-10-02,sell_out_revenue_eur,71916.23
hexal,lorano_5mg_20stk,NW,2023-10-09,sell_out_units,7691.3
hexal,lorano_5mg_20stk,NW,2023-10-09,sell_out_revenue_eur,68452.86
hexal,lorano_5mg_20stk,NW,2023-10-16,sell_out_units,7765.0
hexal,lorano_5mg_20stk,NW,2023-10-16,sell_out_revenue_eur,69108.09
hexal,lorano_5mg_20stk,NW,2023-10-23,sell_out_units,7557.8
hexal,lorano_5mg_20stk,NW,2023-10-23,sell_out_revenue_eur,67264.35
hexal,lorano_5mg_20stk,NW,2023-10-30,sell_out_units,8508.2
hexal,lorano_5mg_20stk,NW,2023-10-30,sell_out_revenue_eur,75723.28
hexal,lorano_5mg_20stk,NW,2023-11-06,sell_out_units,7542.4
hexal,lorano_5mg_20stk,NW,2023-11-06,sell_out_revenue_eur,67127.35
hexal,lorano_5mg_20stk,NW,2023-11-13,sell_out_units,7938.8
hexal,lorano_5mg_20stk,NW,2023-11-13,sell_out_revenue_eur,70654.93
hexal,lorano_5mg_20stk,NW,2023-11-20,sell_out_units,9058.7
hexal,lorano_5mg_20stk,NW,2023-11-20,sell_out_revenue_eur,80622.29
hexal,lorano_5mg_20stk,NW,2023-11-27,sell_out_units,7032.2
hexal,lorano_5mg_20stk,NW,2023-11-27,sell_out_revenue_eur,62587.01
hexal,lorano_5mg_20stk,NW,2023-12-04,sell_out_units,6994.9
hexal,lorano_5mg_20stk,NW,2023-12-04,sell_out_revenue_eur,62254.67
hexal,lorano_5mg_20stk,NW,2023-12-11,sell_out_units,7967.1
hexal,lorano_5mg_20stk,NW,2023-12-11,sell_out_revenue_eur,70907.59
hexal,lorano_5mg_20stk,NW,2023-12-18,sell_out_units,7632.5
hexal,lorano_5mg_20stk,NW,2023-12-18,sell_out_revenue_eur,67929.58
hexal,lorano_5mg_20stk,NW,2023-12-25,sell_out_units,7561.8
hexal,lorano_5mg_20stk,NW,2023-12-25,sell_out_revenue_eur,67300.37
hexal,lorano_5mg_20stk,NW,2024-01-01,sell_out_units,7651.3
hexal,lorano_5mg_20stk,NW,2024-01-01,sell_out_revenue_eur,68096.36
hexal,lorano_5mg_20stk,NW,2024-01-08,sell_out_units,8074.6
hexal,lorano_5mg_20stk,NW,2024-01-08,sell_out_revenue_eur,71863.8
hexal,lorano_5mg_20stk,NW,2024-01-15,sell_out_units,7310.1
hexal,lorano_5mg_20stk,NW,2024-01-15,sell_out_revenue_eur,65059.51
hexal,lorano_5mg_20stk,NW,2024-01-22,sell_out_units,8662.2
hexal,lorano_5mg_20stk,NW,2024-01-22,sell_out_revenue_eur,77093.98
hexal,lorano_5mg_20stk,NW,2024-01-29,sell_out_units,11003.0
hexal,lorano_5mg_20stk,NW,2024-01-29,sell_out_revenue_eur,97926.91
hexal,lorano_5mg_20stk,NW,2024-02-05,sell_out_units,12306.0
hexal,lorano_5mg_20stk,NW,2024-02-05,sell_out_revenue_eur,109523.12
hexal,lorano_5mg_20stk,NW,2024-02-12,sell_out_units,11014.9
hexal,lorano_5mg_20stk,NW,2024-02-12,sell_out_revenue_eur,98032.88
hexal,lorano_5mg_20stk,NW,2024-02-19,sell_out_units,9696.8
hexal,lorano_5mg_20stk,NW,2024-02-19,sell_out_revenue_eur,86301.93
hexal,lorano_5mg_20stk,NW,2024-02-26,sell_out_units,9866.7
hexal,lorano_5mg_20stk,NW,2024-02-26,sell_out_revenue_eur,87813.94
hexal,lorano_5mg_20stk,NW,2024-03-04,sell_out_units,8705.9
hexal,lorano_5mg_20stk,NW,2024-03-04,sell_out_revenue_eur,77482.91
hexal,lorano_5mg_20stk,NW,2024-03-11,sell_out_units,10665.5
hexal,lorano_5mg_20stk,NW,2024-03-11,sell_out_revenue_eur,94923.08
hexal,lorano_5mg_20stk,NW,2024-03-18,sell_out_units,14495.1
hexal,lorano_5mg_20stk,NW,2024-03-18,sell_out_revenue_eur,129006.8
hexal,lorano_5mg_20stk,NW,2024-03-25,sell_out_units,14177.6
hexal,lorano_5mg_20stk,NW,2024-03-25,sell_out_revenue_eur,126180.93
hexal,lorano_5mg_20stk,NW,2024-04-01,sell_out_units,14403.6
